,type,name,eta,y,g
0,person,person1,153357.10226944383,22.853936288915758,3
1,person,person2,50670.37322121195,10.014804240587429,3
2,person,person3,5417.040957502595,1.8933518220905967,3
3,person,person4,10126.340590575815,3.017497132599688,3
4,person,person5,32210.181958207388,7.145803905641211,3
5,person,person6,1049.4996166150806,0.5574348429016059,3
6,person,person7,2460.385181868027,1.0516423045873657,3
7,person,person8,2377.0494694450786,1.0249882096902618,3
8,person,person9,3590.062111576159,1.3935592425539194,3
9,person,person10,9772.462352998353,2.938578952079304,3
10,person,person11,7515.321444746527,2.416365989097794,3
11,person,person12,11758.704280510558,3.372904254410086,3
12,person,person13,6626.782841197701,2.2001438531728406,3
13,person,person14,4057.261325437814,1.5265437488444924,3
14,person,person15,9386.344269764848,2.8516344800585194,3
15,person,person16,453.5026700828483,0.29833622979436325,3
16,person,person17,10558.01096492536,3.1128186141064837,3
17,person,person18,10249.997788811192,3.044907198382256,3
18,person,person19,6136.779738819095,2.0777604548120316,3
19,person,person20,7985.5610681575245,2.528133077935626,3
20,person,person21,6821.920952114927,2.24823291931392,3
21,person,person22,1512.2908115373616,0.7318030770396939,3
22,person,person23,21689.268341260587,5.322243211817841,3
23,person,person24,5280.693135547519,1.8577318827995297,3
24,person,person25,4466.723324713957,1.6399042041307885,3
25,person,person26,20844.11716015875,5.166953859219693,3
26,person,person27,7932.337813233182,2.5155688625588795,3
27,person,person28,1102.3981469619528,0.5782357772183504,3
28,person,person29,1884.684488942816,0.8622255719784515,3
29,person,person30,15038.081108932094,4.0513241923632854,3
30,person,person31,13128.69574805201,3.661528165808399,3
31,person,person32,491.2136913476596,0.3166294416982279,3
32,person,person33,449.99081076999676,0.2966133191731256,3
33,person,person34,6035.105182898761,2.0520588912406397,3
34,person,person35,212369.40684738033,29.12717313909543,3
35,person,person36,16205.910726452345,4.283473619102998,3
36,person,person37,9409.905844554776,2.856965770973439,3
37,person,person38,751.7026080916609,0.4347237034847925,3
38,person,person39,17545.29161326893,4.544538717123414,3
39,person,person40,3206.1596769473317,1.2809503318472228,3
40,person,person41,16109.134174322335,4.2644017310410245,3
41,person,person42,11377.801351858903,3.291162697481645,3
42,person,person43,59850.74322876897,11.337547454384534,3
43,person,person44,124288.26368514048,19.54159340196555,3
44,person,person45,90013.18452057254,15.36612655227794,3
45,person,person46,14510.319540192051,3.944914876151031,3
46,person,person47,65685.65656447134,12.151189143438183,3
47,person,person48,9238.547170817697,2.8181140515211487,3
48,person,person49,23118.564879553312,5.581407671893672,3
49,person,person50,3322.637512487758,1.3154626344703446,3
50,person,person51,13404.5735722024,3.7186987002035266,3
51,person,person52,63195.90762203709,11.806362526335253,3
52,person,person53,124342.04888062499,19.547893367827538,3
53,person,person54,1995.538915022287,0.8997327220488338,3
54,person,person55,38014.84666556214,8.084682730185516,3
55,person,person56,9273.00974024374,2.8259423220016413,3
56,person,person57,16103.268157196691,4.263244769421044,3
57,person,person58,35353.514464002896,7.659128912986173,3
58,person,person59,12488.71851212962,3.5277079460133502,3
59,person,person60,6766.223771090949,2.23454331977242,3
60,person,person61,3223.3611280989358,1.2860669768681434,3
61,person,person62,1966.9726650519435,0.8901194166424715,3
62,person,person63,43894.37265299159,8.99899122476487,3
63,person,person64,7650.051609162507,2.4485665321316126,3
64,person,person65,10569.854977935556,3.1154198398551305,3
65,person,person66,2690.862147916471,1.1241926778318332,3
66,person,person67,10163.679969577806,3.0257827921079286,3
67,person,person68,554.124751108411,0.34637266912434805,3
68,person,person69,39283.150652058146,8.284796451933364,3
69,person,person70,12805.724652932331,3.5942075462754577,3
70,person,person71,3148.6018035313596,1.2637782956821528,3
71,person,person72,5866.739648303952,2.009254546064619,3
72,person,person73,1107.365693988464,0.5801758987046381,3
73,person,person74,8941.783276048356,2.7503912924030245,3
74,person,person75,6800.984907730684,2.2430904832085834,3
75,person,person76,7949.911791286809,2.5197198562032126,3
76,person,person77,3767.676553424255,1.4446072597234123,3
77,person,person78,17707.683334284156,4.575839259666741,3
78,person,person79,8361.692646195937,2.6163269571674053,3
79,person,person80,6194.032546986303,2.092185142986229,3
80,person,person81,62391.24836576544,11.694182146173624,3
81,person,person82,1315.2757732230198,0.6595262315067165,3
82,person,person83,22475.26026572975,5.465282813978101,3
83,person,person84,19734.88740808126,4.960679251620598,3
84,person,person85,807.3870357961164,0.4584960886610642,3
85,person,person86,6921.609631366336,2.272664135407687,3
86,person,person87,127065.85226446687,19.866037334449484,3
87,person,person88,1165.2281804512222,0.6026144253394916,3
88,person,person89,16719.31890255892,4.38417149304399,3
89,person,person90,14798.45987714478,4.003130889504724,3
90,person,person91,4807.928444267932,1.7323517132100819,3
91,person,person92,15716.181350855662,4.18665926700116,3
92,person,person93,2326.6058410430483,1.0087386940339738,3
93,person,person94,4451.166938595452,1.6356472324702407,3
94,person,person95,2502.659732830598,1.065075146720763,3
95,person,person96,25134.277997199053,5.9400787350991475,3
96,person,person97,8305.650019992969,2.6032514717885147,3
97,person,person98,11021.039981937594,3.2139668199323244,3
98,person,person99,11347.926589822446,3.284722331853906,3
99,person,person100,21535.56780070999,5.294118498134131,3
100,person,person101,6781.127124509198,2.2382091649026625,3
101,person,person102,1325.0665073126745,0.6631804035643576,3
102,person,person103,16884.871375918698,4.416473376607318,3
103,person,person104,19200.049672491343,4.86016833362196,3
104,person,person105,54660.080140821854,10.596580802696055,3
105,person,person106,4098.9655308898455,1.538218795355007,3
106,person,person107,25011.296029155033,5.918411267290816,3
107,person,person108,14217.000633767104,3.885348990378449,3
108,person,person109,74782.6781631084,13.384010339126556,3
109,person,person110,17313.97692207121,4.499825555673026,3
110,person,person111,3521.588615723097,1.3737084080429547,3
111,person,person112,14310.913491161093,3.904454198308114,3
112,person,person113,40923.29450681407,8.541155592448566,3
113,person,person114,4335.77435554129,1.6039506864475903,3
114,person,person115,83573.06005658157,14.539350417309675,3
115,person,person116,8814.560025616998,2.7211835389994863,3
116,person,person117,987.6243308764533,0.5327611955504797,3
117,person,person118,12343.897423349406,3.497185396190822,3
118,person,person119,4083.437137051433,1.53387519390725,3
119,person,person120,447.87575841004855,0.29557402533995625,3
120,person,person121,26693.072893564597,6.21242637069396,3
121,person,person122,7899.850114363833,2.507889050302299,3
122,person,person123,31513.450103835734,7.0303256885982215,3
123,person,person124,31473.553447231403,7.02369351825599,3
124,person,person125,1148.4176405372311,0.5961253524578646,3
125,person,person126,14932.740179336899,4.030162027947424,3
126,person,person127,7306.310590391095,2.3661191437196982,3
127,person,person128,5583.53793257046,1.936539671989292,3
128,person,person129,4167.44321507809,1.5573236138739084,3
129,person,person130,14856.622542169081,4.014846901519836,3
130,person,person131,2309.7944185990946,1.0033033007049539,3
131,person,person132,39527.167928964576,8.32310736308635,3
132,person,person133,14221.016481374718,3.886166613541837,3
133,person,person134,9566.207767473634,2.8922466439998282,3
134,person,person135,5536.657827791326,1.9244130088382605,3
135,person,person136,7459.483092877525,2.4029775557909465,3
136,person,person137,2232.8798838511534,0.9783054457420205,3
137,person,person138,890.1016791858889,0.493052536213983,3
138,person,person139,35409.948142801986,7.668235724876394,3
139,person,person140,3468.35997475401,1.3582091016880895,3
140,person,person141,1336.9826114460657,0.6676185488542381,3
141,person,person142,1922.071619994403,0.8749366748000474,3
142,person,person143,75407.73443376007,13.4672657562742,3
143,person,person144,1834.337912013673,0.8450062908749322,3
144,person,person145,2082.261009450037,0.9287050040308932,3
145,person,person146,9662.09032452844,2.913816720401373,3
146,person,person147,6341.037521723724,2.1290680442427004,3
147,person,person148,9430.614861188455,2.861648801936489,3
148,person,person149,6843.047470865546,2.2534180634210905,3
149,person,person150,13501.781925782194,3.73877162397887,3
150,person,person151,56360.60878242404,10.841230760256341,3
151,person,person152,28599.260133848016,6.540023741033941,3
152,person,person153,8543.348639247724,2.658557183283629,3
153,person,person154,57205.72055057951,10.962112518772988,3
154,person,person155,16862.963957411815,4.41220354758854,3
155,person,person156,5927.94265124774,2.0248502486192836,3
156,person,person157,20209.820528905588,5.049351408069312,3
157,person,person158,15546.101009735163,4.152857005817416,3
158,person,person159,81022.75564709013,14.207495357048856,3
159,person,person160,8801.992839388116,2.7182925677353933,3
160,person,person161,3732.591535897526,1.4345730141009272,3
161,person,person162,30524.45378520205,6.865281210298362,3
162,person,person163,66540.75324139035,12.268845536949284,3
163,person,person164,1659.2152347718913,0.7841413774245732,3
164,person,person165,16903.578919971987,4.4201184213674045,3
165,person,person166,21166.540740942914,5.226382478338391,3
166,person,person167,171092.15845353086,24.795286017215908,3
167,person,person168,6606.141470095595,2.1950361096513324,3
168,person,person169,59471.907422188924,11.284039125456184,3
169,person,person170,23044.529056262905,5.568085597746798,3
170,person,person171,2245.8803288739136,0.98254592727457,3
171,person,person172,6023.465898129816,2.049109667816165,3
172,person,person173,23219.85132931802,5.599615643724744,3
173,person,person174,8695.50743443761,2.693754094087773,3
174,person,person175,24989.14983990888,5.914506577464794,3
